,Actual pupil (z),Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
330,0.2528339284580358,-0.3696309311937228,-0.5618272022432952,0.6542806284703249
331,0.2468840533225948,-0.3619929318805199,-0.556760745972699,0.6687743184785725
332,0.2820146025385208,-0.3546453117581284,-0.5517701573854178,0.6822764848501166
333,0.3378101807049914,-0.34748254681181956,-0.5469581642323813,0.6957298552639481
334,0.4163372907170612,-0.3403912791930055,-0.542108404305081,0.7087314878847887
335,0.46386685730331395,-0.3332269888156233,-0.5368640203547096,0.7204166161813138
336,0.4927978978340765,-0.3260197250032142,-0.53109401048458,0.730073233060714
337,0.48039888046374973,-0.3189277102535048,-0.5249063240843513,0.7374106761713245
338,0.4700663659884774,-0.3120064604550636,-0.5184063870735168,0.7425945808438684
339,0.44940133703793267,-0.30626742103949084,-0.512829543484984,0.7461938762182297
340,0.43286931387749694,-0.3059201517235694,-0.5128246063219087,0.7485861746029487
341,0.45766734861815056,-0.31793011943186694,-0.5250207920081557,0.7458382384883351
342,0.428736308087388,-0.3496980936818368,-0.5531360260670143,0.7193678692595736
343,0.32334466043961013,-0.408228287490119,-0.5955141894442345,0.6291584439322043
